,Unnamed: 0,draft_season,player_id,player_name,position,height,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college,overall_pick,draft_type,organization,organization_type,player_profile_flag
64,64,2014,203798,P.J. Hairston,SG,76.25,77.25,228.8,81.0,101.0,8.2,8.75,9.75,32.0,37.0,11.12,0.0,3.32,0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.6,0.6,0.4,0.4,0.2,0.4,0.6,0.5,0.667,0.833,0.0,0.0,0.0,0.613,0.0,0.0,0,0,0,0.0
65,65,2014,203925,Joe Harris,SG,76.75,78.25,215.0,78.0,100.0,6.2,8.5,9.75,28.5,33.5,11.11,2.92,3.31,0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.6,1.0,0.4,0.8,0.6,0.6,0.8,0.833,0.833,0.667,0.0,0.0,0.0,0.811,0.0,0.0,0,0,0,0.0
66,66,2014,203918,Rodney Hood,SF,79.25,80.5,208.2,80.5,103.0,7.45,8.5,8.5,29.0,36.0,11.21,3.14,3.38,0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.8,0.6,0.6,0.4,0.8,0.8,0.4,0.833,0.667,0.833,0.0,0.0,0.0,0.788,0.0,0.0,0,0,0,0.0
67,67,2014,203928,Cory Jefferson,PF,79.75,81.0,218.4,84.5,105.0,5.25,8.75,9.75,33.0,37.5,12.63,3.39,3.36,0,0.2,0.6,0.8,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.2,0.6,0.4,0.0,0.5,0.833,0.0,0.0,0.0,0.735,0.0,0.0,0,0,0,0.0
68,68,2014,203910,Nick Johnson,SG,73.5,75.0,198.0,79.25,96.5,6.05,8.75,9.75,33.5,41.5,10.8,2.95,3.27,0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6,0.6,0.8,0.2,0.6,0.6,0.6,0.4,0.833,0.833,0.667,0.0,0.0,0.0,0.0,0.528,0.0,0,0,0,0.0
69,69,2014,203945,Alex Kirk,PF,81.25,82.75,252.0,87.5,109.5,13.6,9.25,10.5,28.5,31.5,11.2,3.19,3.48,0,0.0,0.6,0.6,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.2,0.2,0.5,0.833,0.333,0.0,0.0,0.0,0.675,0.0,0.0,0,0,0,0.0
70,70,2014,203897,Zach LaVine,PG,76.5,77.75,180.9,80.25,100.0,4.7,8.25,8.75,33.5,41.5,10.42,2.8,3.19,0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.6,0.8,0.4,0.6,0.6,0.4,0.4,0.8,0.667,0.833,0.833,0.0,0.0,0.0,0.656,0.0,0.0,0,0,0,0.0
71,71,2014,203906,Devyn Marble,SG,77.0,78.5,192.4,81.0,102.0,6.9,8.25,8.5,29.0,35.0,11.32,3.08,3.28,0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,1.0,0.6,0.6,0.8,0.8,0.8,0.8,0.0,0.333,0.5,0.667,0.0,0.0,0.0,0.487,0.0,0.0,0,0,0,0.0
72,72,2014,203949,James McAdoo,PF,79.5,80.75,227.6,86.25,106.5,6.15,9.25,9.0,29.5,34.0,11.61,2.91,3.28,0,0.8,0.6,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.4,0.4,0.5,0.333,0.667,0.0,0.0,0.0,0.521,0.0,0.0,0,0,0,0.0
73,73,2014,203909,K.J. McDaniels,SF,76.5,78.0,195.6,83.25,102.0,4.45,8.75,9.75,33.0,37.0,12.71,3.2,3.1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.8,0.4,0.6,0.4,0.0,0.2,0.667,0.5,0.667,0.0,0.0,0.0,0.59,0.0,0.0,0,0,0,0.0
74,74,2014,203895,Jordan McRae,SG,75.75,77.25,179.4,84.5,104.0,5.2,8.75,8.5,27.5,34.5,11.07,3.15,3.39,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.8,0.8,0.4,0.4,0.6,0.8,0.8,0.5,0.667,0.667,0.0,0.0,0.0,0.0,0.824,0.0,0,0,0,0.0
75,75,2014,203948,Johnny O?Bryant III,PF,79.25,80.5,256.8,86.25,105.0,10.75,9.25,9.5,31.0,35.5,11.57,3.32,3.45,0,0.6,0.6,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.4,0.8,0.2,0.5,0.5,0.5,0.0,0.0,0.0,0.639,0.0,0.0,0,0,0,0.0
76,76,2014,203934,Lamar Patterson,SG,76.0,77.25,226.0,83.0,101.0,10.75,9.0,9.25,27.5,32.5,11.63,3.13,3.45,0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6,0.8,0.6,1.0,0.8,0.2,0.8,0.2,0.833,0.5,0.667,0.0,0.0,0.0,0.657,0.0,0.0,0,0,0,0.0
77,77,2014,203939,Dwight Powell,PF,81.5,83.0,234.4,84.5,105.0,6.2,9.0,9.25,28.5,35.0,11.28,2.88,3.2,0,0.8,1.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.8,0.2,0.8,0.833,0.5,0.667,0.0,0.0,0.0,0.649,0.0,0.0,0,0,0,0.0
78,78,2014,203922,Glenn Robinson III,SF,77.5,78.75,211.4,82.0,100.5,5.05,9.0,9.5,36.5,41.5,11.22,3.04,3.15,0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.8,0.8,0.4,0.4,0.6,0.6,0.6,1.0,0.833,0.833,0.0,0.0,0.0,0.641,0.0,0.0,0,0,0,0.0
79,79,2014,203941,LaQuinton Ross,SF,78.5,79.5,238.7,85.75,106.0,16.3,8.75,9.75,25.0,31.0,11.97,3.52,3.44,0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.833,0.667,0.833,0.0,0.0,0.0,0.0,0.765,0.0,0,0,0,0.0
80,80,2014,203893,Russ Smith,PG,71.5,72.75,160.0,75.5,95.0,3.5,8.25,8.5,29.5,34.0,11.57,3.01,3.27,0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.4,1.0,0.6,0.2,0.2,0.6,0.667,0.833,0.5,0.0,0.0,0.0,0.694,0.0,0.0,0,0,0,0.0
81,81,2014,203950,Jarnell Stokes,PF,79.0,80.5,262.8,85.25,103.5,8.2,9.75,10.5,31.0,36.0,11.92,3.2,3.26,0,1.0,0.8,1.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.6,0.667,0.833,0.5,0.0,0.0,0.0,0.583,0.0,0.0,0,0,0,0.0
82,82,2014,203904,Xavier Thames,PG,74.25,75.5,187.0,76.0,96.0,6.4,8.25,9.0,29.0,32.5,11.48,3.02,3.48,0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.0,0.6,0.8,0.8,0.8,0.4,0.6,0.6,0.833,0.667,0.833,0.0,0.0,0.0,0.846,0.0,0.0,0,0,0,0.0
83,83,2014,203912,C.J. Wilcox,SG,75.5,77.0,201.0,81.75,100.5,6.5,8.75,9.0,31.0,37.5,11.3,2.92,3.22,0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.4,0.5,0.667,0.333,0.0,0.0,0.0,0.676,0.0,0.0,0,0,0,0.0
84,84,2014,203899,Kendall Williams,PG,74.25,75.75,183.0,77.5,99.0,7.2,8.0,7.75,27.0,33.0,10.83,2.85,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.4,0.4,0.6,0.2,0.4,0.6,0.5,0.333,1.0,0.0,0.0,0.0,0.452,0.0,0.0,0,0,0,0.0
85,85,2014,203942,Patric Young,PF,80.5,82.0,246.8,85.75,103.5,5.45,9.25,9.5,32.0,37.5,11.18,3.06,3.43,0,0.8,0.8,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.4,0.5,0.667,0.167,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0,0.0
86,86,2015,1626147,Justin Anderson,SF-SG,77.25,78.25,230.6,83.75,101.0,5.0,8.5,9.5,38.0,43.0,11.13,2.88,3.22,12,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.2,0.8,0.8,0.6,0.6,0.6,0.0,0.0,0.875,0.75,0.75,0.0,0.0,0.0,0.667,0.0,21.0,Draft,Virginia,College/University,1.0
87,87,2015,1626165,Brandon Ashley,PF,79.25,80.5,228.0,87.75,105.0,8.8,9.0,9.5,31.5,35.5,11.21,3.35,3.58,9,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.5,0.75,0.625,0.0,0.625,0.0,0,0,0,0.0
88,88,2015,1626207,Ryan Boatright,PG,70.0,71.0,169.6,72.5,92.5,6.6,7.5,8.75,32.0,41.0,10.71,3.05,3.26,10,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.0,0.8,0.6,0.6,1.0,0.8,0.4,0.875,0.625,0.75,0.0,0.0,0.0,0.759,0.0,0.0,0,0,0,0.0
89,89,2015,1626148,Anthony Brown,SF-SG,77.75,79.25,211.0,83.0,104.5,6.1,8.5,9.0,27.5,34.5,10.94,3.29,3.18,4,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6,1.0,0.8,0.8,0.8,0.8,0.8,1.0,0.625,0.75,0.75,0.0,0.0,0.0,0.682,0.0,34.0,Draft,Stanford,College/University,1.0
90,90,2015,1626176,Rakeem Christmas,PF-C,80.25,81.75,242.6,89.25,110.5,9.6,9.25,9.0,29.0,32.0,11.6,3.3,3.47,9,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6,0.8,0.6,0.6,0.2,0.2,0.2,0.6,0.0,0.0,0.0,0.625,0.375,0.25,0.0,0.614,36.0,Draft,Syracuse,College/University,1.0
91,91,2015,1626192,Pat Connaughton,SG,76.0,77.25,215.0,80.0,96.0,10.2,8.5,9.25,37.5,44.0,10.58,3.08,3.2,13,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.4,0.8,0.8,1.0,0.6,0.4,0.6,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.469,41.0,Draft,Notre Dame,College/University,1.0
92,92,2015,1626188,Quinn Cook,PG,72.25,74.0,179.0,76.0,96.5,6.7,7.5,8.75,24.5,31.0,11.44,3.41,3.38,14,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4,0.6,1.0,0.8,0.6,0.625,0.5,0.75,0.0,0.0,0.0,0.0,0.694,0.0,0,0,0,0.0
93,93,2015,1626183,Branden Dawson,PF,77.5,78.75,230.2,83.0,105.0,5.8,9.0,8.75,28.5,34.5,12.22,3.53,3.2,12,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.4,0.2,0.4,0.8,0.4,0.4,0.6,0.0,0.0,0.0,0.625,0.375,0.5,0.0,0.532,56.0,Draft,Michigan State,College/University,1.0
94,94,2015,1626187,Michael Frazier II,SG,75.75,76.25,199.4,80.0,101.5,7.4,8.25,9.25,27.0,35.0,10.66,3.02,3.32,10,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.6,1.0,0.8,0.6,0.8,0.4,0.8,0.0,0.0,0.0,0.5,0.625,0.75,0.0,0.723,0.0,0,0,0,0.0
95,95,2015,1626203,Treveon Graham,SF,76.0,77.75,219.4,82.5,103.0,5.5,8.5,8.25,28.5,31.5,11.64,3.15,3.3,11,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6,0.8,0.2,0.6,0.6,0.6,0.8,1.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.78,0.0,0,0,0,0.0
96,96,2015,1626152,Olivier Hanlan,PG-SG,75.25,76.25,185.8,78.0,100.0,4.3,8.0,8.75,28.0,34.0,11.41,3.12,3.25,19,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,1.0,0.6,0.8,0.4,0.6,0.6,1.0,0.625,0.875,0.0,0.0,0.0,0.0,0.674,42.0,Draft,Boston College,College/University,0.0
97,97,2015,1626150,Andrew Harrison,PG,76.5,77.5,213.2,81.0,100.0,5.9,8.25,9.25,26.5,33.0,11.2,0.0,3.34,0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,0.4,0.4,0.4,0.2,0.6,0.2,0.2,0.75,0.625,0.5,0.0,0.0,0.0,0.0,0.615,44.0,Draft,Kentucky,College/University,1.0
98,98,2015,1626151,Aaron Harrison,SG,76.5,78.0,209.2,80.25,100.5,6.0,8.75,10.0,28.5,34.5,0.0,0.0,3.27,1,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.6,0.6,0.6,0.0,0.2,0.2,0.6,0.6,0.25,0.625,0.5,0.0,0.0,0.0,0.0,0.512,0.0,0,0,0,0.0
99,99,2015,1626227,Tyler Harvey,SG,74.75,76.0,181.4,77.5,98.5,9.2,7.75,8.75,26.0,28.5,10.56,2.93,3.44,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.8,0.6,0.2,0.8,0.4,0.6,0.6,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.578,51.0,Draft,Eastern Washington,College/University,0.0
100,100,2015,1626158,Richaun Holmes,PF,80.25,81.5,242.8,85.5,108.0,8.8,8.5,8.5,32.5,36.0,11.24,3.31,3.32,15,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.4,0.6,0.2,0.2,0.2,0.6,0.4,0.75,0.625,0.125,0.0,0.0,0.0,0.0,0.596,37.0,Draft,Bowling Green,College/University,1.0
101,101,2015,1626182,Jonathan Holmes,PF-SF,80.25,81.25,242.2,83.5,107.5,7.2,8.25,9.5,25.5,31.0,10.95,3.12,3.51,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,0.8,0.6,0.8,0.8,0.6,0.6,0.625,0.875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
102,102,2015,1626205,Vince Hunter,PF,78.75,79.5,208.4,83.0,104.5,4.6,9.0,8.75,33.5,37.5,11.19,3.06,3.26,13,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.6,0.4,0.0,0.4,0.2,0.4,0.8,0.0,0.0,0.0,0.625,0.125,0.75,0.308,0.0,0.0,0,0,0,0.0
103,103,2015,204456,TJ McConnell,PG,72.5,74.0,187.8,74.0,96.5,7.3,7.5,7.0,26.0,31.5,10.95,3.09,3.3,7,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.8,0.4,0.4,0.6,0.4,1.0,0.2,0.625,0.625,0.5,0.0,0.0,0.0,0.0,0.766,0.0,0,0,0,0.0
104,104,2015,1626175,Jordan Mickey,PF,79.0,80.25,238.0,87.25,106.0,7.2,8.75,9.5,33.0,37.5,11.72,3.13,3.28,9,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,1.0,0.2,0.4,0.2,0.6,0.6,0.4,0.0,0.0,0.0,0.75,0.75,0.875,0.0,0.596,33.0,Draft,Louisiana State,College/University,1.0
105,105,2015,2006,Larry Nance,PF,79.5,80.5,226.6,85.5,108.0,6.4,9.0,9.75,29.0,37.5,10.93,3.01,3.25,10,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.4,0.8,0.6,1.0,0.6,0.4,0.6,0.6,0.875,0.625,0.75,0.0,0.0,0.0,0.0,0.659,0.0,0,0,0,0.0
106,106,2015,1626166,Cameron Payne,PG,72.75,73.5,182.8,79.25,97.5,6.3,8.5,8.25,29.75,35.5,10.9,2.93,3.28,0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.8,0.8,0.6,0.8,0.2,0.6,0.6,0.125,0.625,0.75,0.0,0.0,0.0,0.595,0.0,14.0,Draft,Murray State,College/University,1.0
107,107,2015,1626189,Terran Petteway,SG,76.75,78.0,209.2,83.25,104.5,4.9,8.25,8.25,25.0,31.0,10.91,3.1,3.32,15,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,0.4,0.2,1.0,0.8,0.6,0.6,0.6,0.875,0.875,0.75,0.0,0.0,0.0,0.0,0.674,0.0,0,0,0,0.0
108,108,2015,1626181,Norman Powell,SG,75.0,76.25,215.4,82.75,102.5,6.4,9.25,9.0,32.5,40.5,10.69,3.2,3.2,5,0.0,0.0,0.0,0.0,0.0,0.8,0.4,1.0,0.2,0.8,0.6,0.4,0.4,0.2,0.6,1.0,0.75,0.625,0.0,0.0,0.0,0.0,0.619,46.0,Draft,California-Los Angeles,College/University,1.0
109,109,2015,1626184,Chasson Randle,PG,72.25,73.5,178.8,79.0,96.5,4.5,8.5,9.5,33.5,39.5,10.63,2.81,3.2,6,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.8,0.4,0.2,0.8,0.4,0.8,0.8,0.875,0.75,0.5,0.0,0.0,0.0,0.0,0.689,0.0,0,0,0,0.0
110,110,2015,1626179,Terry Rozier,PG-SG,72.5,74.25,190.2,80.25,98.5,5.6,8.25,8.5,33.0,38.0,10.84,2.84,3.15,7,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.6,1.0,1.0,1.0,0.6,0.8,0.625,0.625,0.75,0.0,0.0,0.0,0.809,0.0,16.0,Draft,Louisville,College/University,1.0
111,111,2015,1626208,Keifer Sykes,PG,70.5,71.75,167.2,74.0,93.0,5.0,8.5,9.5,34.0,43.0,10.47,3.15,3.13,8,0.0,0.0,0.0,0.0,0.0,0.8,0.6,1.0,0.6,0.4,0.8,0.2,0.6,0.2,0.2,0.5,0.5,0.625,0.0,0.0,0.0,0.0,0.75,0.0,0,0,0,0.0
112,112,2015,1626194,Marcus Thornton,PG-SG,73.75,74.75,177.4,79.75,97.5,5.3,8.25,8.5,34.5,43.0,10.78,2.88,3.02,3,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.4,0.4,0.4,0.6,0.8,0.6,0.4,0.2,0.25,0.75,0.625,0.0,0.0,0.0,0.0,0.622,45.0,Draft,William & Mary,College/University,0.0
113,113,2015,1626160,J.P. Tokoto,SF-SG,77.25,78.25,195.8,82.0,100.5,4.1,8.0,8.75,34.5,40.0,10.97,3.2,3.27,12,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.6,0.8,0.6,0.2,0.2,0.4,0.4,0.625,0.5,0.625,0.0,0.0,0.0,0.0,0.596,58.0,Draft,North Carolina,College/University,1.0
114,114,2015,1626173,Rashad Vaughn,SG,75.75,77.0,198.6,79.0,101.0,6.2,8.0,8.5,28.0,34.0,11.4,3.1,3.21,5,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.833,0.667,1.0,0.0,0.0,0.0,0.7,0.0,17.0,Draft,Nevada-Las Vegas,College/University,1.0
115,115,2015,1626217,Chris Walker,PF,80.75,81.25,208.0,86.75,108.0,5.1,9.0,9.0,30.5,37.0,11.25,3.41,3.35,6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.6,0.4,1.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.25,0.625,0.625,0.214,0.0,0.0,0,0,0,0.0
116,116,2015,1627361,Dez Wells,SG,75.0,76.0,208.8,81.5,100.5,8.1,8.75,9.75,31.5,39.0,10.56,3.05,3.2,15,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.4,0.6,0.0,0.4,0.4,0.4,0.5,0.875,0.5,0.0,0.0,0.0,0.0,0.63,0.0,0,0,0,0.0
117,117,2015,1626210,Alan Williams,PF,79.25,80.25,261.4,85.75,106.5,12.0,8.5,9.5,25.5,28.5,12.26,3.54,3.5,8,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.875,0.375,0.25,0.417,0.0,0.0,0,0,0,0.0
118,118,2017,1628959,Rawle Alkins,SG-SF,74.5,75.75,222.6,80.75,99.0,11.0,8.75,10.0,31.5,40.5,11.99,3.18,3.3,7,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.4,0.2,0.4,0.6,0.6,0.8,0.8,0.6,0.333,0.833,0.5,0.0,0.0,0.0,0.641,0.0,0.0,0,0,0,0.0
119,119,2017,1628443,Kadeem Allen,PG,73.0,74.25,192.4,81.25,99.5,6.4,8.5,8.75,33.0,35.5,11.24,2.98,3.15,7,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.4,0.8,0.6,0.8,0.6,0.4,0.4,0.5,0.833,0.667,0.0,0.0,0.0,0.714,0.0,53.0,Draft,Arizona,College/University,1.0
120,120,2017,1628503,Jamel Artis,SG-SF,77.5,78.75,213.2,82.0,105.0,11.9,9.25,9.75,23.5,31.0,11.62,3.08,3.44,5,0.6,0.4,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.8,0.8,0.5,0.667,0.833,0.0,0.0,0.0,0.528,0.0,0.0,0,0,0,0.0
121,121,2017,1628431,V.J. Beachem,SG-SF,78.25,80.0,193.4,82.25,104.5,6.8,8.5,9.0,30.0,37.0,11.18,3.19,3.26,11,0.4,0.6,0.6,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,0.4,1.0,0.5,0.833,0.667,0.0,0.0,0.0,0.632,0.0,0.0,0,0,0,0.0
122,122,2017,1628395,Jordan Bell,PF,79.0,80.5,223.6,83.75,104.5,5.4,9.25,9.5,31.5,38.0,10.63,2.83,3.21,16,0.8,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.4,0.4,0.667,0.5,0.167,0.0,0.0,0.0,0.605,0.0,38.0,Draft,Oregon,College/University,1.0
123,123,2017,1628417,Jaron Blossomgame,SF,77.75,78.75,218.6,82.0,104.5,5.7,8.75,10.25,31.0,35.5,11.47,3.35,3.17,16,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.4,0.6,0.4,0.8,0.4,0.4,0.8,0.5,0.333,0.5,0.0,0.0,0.0,0.593,0.0,59.0,Draft,Clemson,College/University,1.0
124,124,2017,1628396,Tony Bradley,C,81.25,82.75,248.8,89.0,112.5,12.0,9.5,9.5,24.5,27.5,11.79,2.99,3.44,5,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.8,0.6,0.8,0.6,0.4,0.6,0.2,0.8,0.5,0.375,0.625,0.0,0.0,0.0,0.543,0.0,28.0,Draft,North Carolina,College/University,1.0
125,125,2017,1628515,Isaiah Briscoe,PG,73.25,74.75,222.4,81.0,99.5,11.0,9.0,9.25,28.0,33.5,10.95,2.85,3.38,11,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.4,0.6,0.8,1.0,1.0,0.6,0.4,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.611,0.0,0,0,0,0.0
126,126,2017,1628415,Dillon Brooks,SG-SF,77.0,78.0,220.2,78.0,100.5,7.5,8.25,9.25,31.0,37.5,11.14,3.24,3.21,16,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,0.6,0.6,0.6,0.6,1.0,0.8,0.6,0.375,0.5,0.25,0.0,0.0,0.0,0.632,0.0,45.0,Draft,Oregon,College/University,1.0
127,127,2017,1628381,John Collins,PF,80.25,81.5,225.2,83.25,106.5,5.4,9.0,10.0,33.0,37.5,11.66,3.27,3.27,15,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.6,0.6,0.8,0.6,1.0,0.0,0.8,0.375,0.5,0.5,0.0,0.0,0.0,0.636,0.0,19.0,Draft,Wake Forest,College/University,1.0
128,128,2017,1628416,Tyler Dorsey,SG,75.0,76.5,182.6,77.25,99.5,4.7,8.5,9.25,30.5,36.0,10.55,2.98,3.16,8,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.6,0.4,1.0,0.8,0.4,0.6,0.4,0.5,0.833,0.5,0.0,0.0,0.0,0.556,0.0,41.0,Draft,Oregon,College/University,1.0
129,129,2017,1628422,Damyean Dotson,SG-SF,76.5,77.5,205.2,81.0,100.0,5.3,8.5,9.25,31.5,38.0,11.18,3.03,3.13,13,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.8,0.2,1.0,0.6,0.6,0.6,1.0,0.0,0.0,0.0,0.667,1.0,0.5,0.0,0.703,44.0,Draft,Houston,College/University,1.0
130,130,2017,1628408,PJ Dozier,SG,77.25,78.75,200.6,83.0,101.0,6.1,8.5,9.5,34.0,39.0,10.84,2.98,3.15,9,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.8,0.2,1.0,0.4,0.6,0.2,0.2,0.6,0.667,0.667,0.333,0.0,0.0,0.0,0.676,0.0,0.0,0,0,0,0.0
131,131,2017,1628502,Nigel Hayes,PF,78.25,79.5,254.2,87.25,104.5,11.5,8.75,10.0,29.0,33.5,11.81,2.94,3.27,16,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.4,0.8,0.6,0.4,0.4,0.6,0.6,0.167,0.5,0.667,0.0,0.0,0.0,0.375,0.0,0.0,0,0,0,0.0
132,132,2017,1628439,Isaiah Hicks,PF,79.25,80.5,233.4,84.5,105.0,7.7,8.75,9.75,31.5,37.0,12.31,3.31,3.36,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.4,0.4,0.833,0.333,0.667,0.0,0.0,0.0,0.542,0.0,0.0,0,0,0,0.0
133,133,2017,1628411,Wesley Iwundu,SG-SF,77.5,78.75,193.4,85.0,105.5,4.0,8.75,9.5,31.5,36.0,11.25,3.23,3.36,5,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6,0.6,0.8,0.8,0.8,0.4,0.6,0.8,0.0,0.0,0.0,0.833,0.667,0.5,0.0,0.5,33.0,Draft,Kansas State,College/University,1.0
134,134,2017,1628992,Justin Jackson (UMD),SF,77.75,79.0,219.4,87.25,107.0,7.1,9.0,9.5,26.5,31.5,11.78,3.08,3.43,0,0.0,0.0,0.0,0.0,0.0,1.0,0.833,0.4,0.8,0.8,0.8,0.2,0.6,0.4,0.8,0.833,0.5,0.667,0.0,0.0,0.0,0.639,0.0,43.0,Draft,Maryland,College/University,0.0
135,135,2017,1628514,Peter Jok,SG-SF,76.25,77.75,202.4,80.0,102.0,11.0,8.25,9.5,26.5,31.0,11.34,2.93,3.41,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.4,0.6,1.0,0.8,0.8,0.8,0.4,0.833,0.333,0.0,0.0,0.0,0.684,0.0,0.0,0,0,0,0.0
136,136,2017,1628399,Tyler Lydon,PF,80.25,81.5,215.0,84.0,107.5,13.6,8.75,8.75,29.5,33.5,11.68,2.81,3.46,1,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.8,0.8,0.8,0.8,0.8,1.0,0.4,0.6,0.5,0.5,0.375,0.0,0.0,0.0,0.771,0.0,24.0,Draft,Syracuse,College/University,1.0
