,team_name,location,Anotaciones de Campo,Intentos de Anotaciones de Campo,Anotaciones de Triples,Intentos de Triples,Anotaciones Tiro Libre,Intentos Tiro Libre,Recuperaciones Ofensivas,Recuperaciones Defensivas,Recuperaciones Totales,Asistencias,Robos,Bloqueos,Perdida de Balon,Faltas Cometidas,Puntos,Diferencia de Puntos,Partidos Ganados,Promedio de Acierto,Promedio de Acierto Triples,Promedio de Acierto Tiros Libres,Partidos Jugados
48,Portland Trail Blazers,away,36.79009900990099,82.54257425742574,7.966336633663366,22.42079207920792,17.5009900990099,22.776237623762377,11.167326732673267,30.982178217821783,42.14950495049505,20.346534653465348,7.0069306930693065,4.889108910891089,14.448514851485148,21.289108910891088,99.04752475247524,-3.3158415841584157,0.41188118811881186,0.44684356435643563,0.35133465346534654,0.7697396039603961,1010
49,Portland Trail Blazers,home,38.296407185628745,82.99900199600799,8.472055888223553,22.974051896207584,18.435129740518963,23.67365269461078,11.540918163672655,31.517964071856287,43.05888223552894,22.32634730538922,7.1946107784431135,4.8213572854291415,13.905189620758483,20.144710578842314,103.5,3.313373253493014,0.6157684630738522,0.4626926147704591,0.36454391217564874,0.7773522954091817,1002
50,Sacramento Kings,away,38.116514690982775,84.71732522796353,7.562310030395137,21.444782168186425,18.411347517730498,24.24214792299899,10.852077001013171,31.375886524822697,42.22796352583587,22.423505572441744,8.128672745694022,4.173252279635259,14.842958459979737,21.24214792299899,102.20668693009118,-3.9959473150962515,0.3768996960486322,0.45072948328267476,0.3516393110435663,0.7572259371833839,987
51,Sacramento Kings,home,39.240286298568506,84.38139059304703,7.945807770961145,21.732106339468302,19.493865030674847,25.50204498977505,11.01124744376278,32.04294478527607,43.054192229038854,22.531697341513294,7.9079754601226995,4.406952965235174,14.789366053169735,20.66871165644172,105.920245398773,2.0173824130879345,0.549079754601227,0.46602249488752556,0.363381390593047,0.7647648261758692,978
52,San Antonio Spurs,away,37.51594746716698,82.406191369606,7.396810506566604,20.648217636022515,17.436210131332082,23.066604127579737,10.470919324577862,32.18292682926829,42.65384615384615,21.814258911819888,7.154784240150094,4.917448405253284,13.666041275797374,19.82082551594747,99.86491557223265,1.1332082551594747,0.5393996247654784,0.45623921200750467,0.36003564727954973,0.7570103189493433,1066
53,San Antonio Spurs,home,38.82544103992572,81.6100278551532,7.991643454038997,20.85979572887651,17.68430826369545,23.584029712163417,10.186629526462395,33.283194057567314,43.46982358402971,23.56917363045497,7.3528319405756735,5.698235840297122,13.706592386258125,18.901578458681524,103.32683379758589,7.340761374187558,0.7270194986072424,0.4763528319405757,0.3842729805013928,0.752853296193129,1077
54,Toronto Raptors,away,37.06818181818182,83.1501976284585,8.059288537549406,22.691699604743082,18.043478260869566,23.372529644268774,10.578063241106719,30.620553359683793,41.198616600790515,21.220355731225297,7.626482213438735,4.484189723320158,13.75889328063241,21.986166007905137,100.23913043478261,-1.965415019762846,0.4318181818181818,0.446755928853755,0.3527094861660079,0.771494071146245,1012
55,Toronto Raptors,home,38.234375,83.7001953125,8.2197265625,22.7099609375,18.6328125,23.8603515625,11.0927734375,31.48046875,42.5732421875,22.3349609375,7.7333984375,5.142578125,13.455078125,21.30859375,103.3212890625,3.3916015625,0.595703125,0.4577578125,0.3595361328125,0.781509765625,1024
56,Utah Jazz,away,36.92120622568093,81.12062256809338,6.946498054474708,19.770428015564203,19.08852140077821,25.326848249027236,11.630350194552529,30.50875486381323,42.13910505836576,23.049610894941633,7.64591439688716,4.81420233463035,15.611867704280156,22.788910505836576,99.87743190661479,-1.8832684824902723,0.4367704280155642,0.4559533073929961,0.3397344357976654,0.7547743190661479,1028
57,Utah Jazz,home,37.72927072927073,80.35764235764236,7.515484515484515,20.584415584415584,20.094905094905094,26.721278721278722,11.28071928071928,32.386613386613384,43.667332667332666,23.08891108891109,7.557442557442558,5.581418581418581,14.839160839160838,22.046953046953046,103.06893106893106,5.5294705294705295,0.6563436563436563,0.4705274725274725,0.36343956043956044,0.7538801198801199,1001
58,Washington Wizards,away,37.26884920634921,83.67361111111111,7.020833333333333,20.26388888888889,18.084325396825395,24.178571428571427,11.188492063492063,30.601190476190474,41.78968253968254,21.171626984126984,7.636904761904762,4.501984126984127,14.693452380952381,21.75297619047619,99.64285714285714,-5.134920634920635,0.3402777777777778,0.44579960317460315,0.34377380952380954,0.7501597222222222,1008
59,Washington Wizards,home,38.55987717502559,83.76560900716478,7.17093142272262,20.16376663254862,19.16376663254862,25.073694984646878,11.359263050153531,31.399181166837256,42.75844421699079,22.468781985670418,7.938587512794268,4.932446264073695,14.473899692937565,21.120777891504606,103.45445240532241,1.0122824974411464,0.5199590583418628,0.4609027635619243,0.35057215967246674,0.7638075742067554,977
